TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-07 14:05:28],1,1,0,SLTS:...RTT
[2023-08-07 14:05:28],2,2,1,SLTS:CRTTTT
[2023-08-07 14:05:29],3,2,1,SLTS:CRTTTT
[2023-08-07 14:05:30],4,1,0,SLTS:RTTTTT
[2023-08-07 14:05:31],5,1,0,SLTS:RTTTTT
[2023-08-07 14:05:32],6,1,0,SLTS:RTTTTT
[2023-08-07 14:05:33],7,1,0,SLTS:RTTTTT
[2023-08-07 14:05:34],8,3,2,SLTS:CCRTTT
[2023-08-07 14:05:35],9,1,0,SLTS:RTTTTT
[2023-08-07 14:05:36],10,2,1,SLTS:CRTTTT
[2023-08-07 14:05:37],11,1,0,SLTS:RTTTTT
[2023-08-07 14:05:38],12,4,3,SLTS:CCCRTT
[2023-08-07 14:05:39],13,1,0,SLTS:RTTTTT
[2023-08-07 14:05:40],14,1,0,SLTS:RTTTTT
[2023-08-07 14:05:41],15,1,0,SLTS:RTTTTT
[2023-08-07 14:05:42],16,1,0,SLTS:RTTTTT
[2023-08-07 14:05:43],17,6,6,SLTS:CCCCCC
[2023-08-07 14:05:44],18,1,0,SLTS:RTTTTT
[2023-08-07 14:05:45],19,1,0,SLTS:RTTTTT
[2023-08-07 14:05:46],20,2,1,SLTS:CRTTTT
[2023-08-07 14:05:47],21,1,0,SLTS:RTTTTT
[2023-08-07 14:05:48],22,1,0,SLTS:RTTTTT
[2023-08-07 14:05:49],23,1,0,SLTS:RTTTTT
[2023-08-07 14:05:50],24,1,0,SLTS:RTTTTT
[2023-08-07 14:05:51],25,1,0,SLTS:RTTTTT
[2023-08-07 14:05:52],26,1,0,SLTS:RTTTTT
[2023-08-07 14:05:53],27,1,0,SLTS:RTTTTT
[2023-08-07 14:05:54],28,1,0,SLTS:RTTTTT
[2023-08-07 14:05:55],29,2,1,SLTS:CRTTTT
[2023-08-07 14:05:56],30,1,0,SLTS:RTTTTT
[2023-08-07 14:05:57],31,4,3,SLTS:CCCRTT
[2023-08-07 14:05:58],32,2,1,SLTS:CRTTTT
[2023-08-07 14:05:59],33,1,0,SLTS:RTTTTT
[2023-08-07 14:06:00],34,1,0,SLTS:RTTTTT
[2023-08-07 14:06:01],35,1,0,SLTS:RTTTTT
[2023-08-07 14:06:02],36,1,0,SLTS:RTTTTT
[2023-08-07 14:06:03],37,2,1,SLTS:CRTTTT
[2023-08-07 14:06:04],38,2,1,SLTS:CRTTTT
[2023-08-07 14:06:05],39,1,0,SLTS:RTTTTT
[2023-08-07 14:06:06],40,1,0,SLTS:RTTTTT
[2023-08-07 14:06:07],41,2,1,SLTS:CHRTTT
[2023-08-07 14:06:08],42,1,0,SLTS:RTTTTT
[2023-08-07 14:06:09],43,2,1,SLTS:CRTTTT
[2023-08-07 14:06:10],44,1,0,SLTS:RTTTTT
[2023-08-07 14:06:11],45,3,2,SLTS:CCRTTT
[2023-08-07 14:06:12],46,1,0,SLTS:RTTTTT
[2023-08-07 14:06:13],47,2,1,SLTS:CRTTTT
[2023-08-07 14:06:14],48,3,2,SLTS:CCRTTT
[2023-08-07 14:06:15],49,1,0,SLTS:RTTTTT
[2023-08-07 14:06:16],50,1,0,SLTS:RTTTTT
[2023-08-07 14:06:17],51,2,1,SLTS:CRTTTT
[2023-08-07 14:06:18],52,1,0,SLTS:RTTTTT
[2023-08-07 14:06:19],53,2,1,SLTS:CRTTTT
[2023-08-07 14:06:20],54,2,1,SLTS:CRTTTT
[2023-08-07 14:06:21],55,1,0,SLTS:RTTTTT
[2023-08-07 14:06:22],56,1,0,SLTS:RTTTTT
[2023-08-07 14:06:23],57,1,0,SLTS:RTTTTT
[2023-08-07 14:06:24],58,1,0,SLTS:RTTTTT
[2023-08-07 14:06:25],59,1,0,SLTS:RTTTTT
[2023-08-07 14:06:26],60,1,0,SLTS:RTTTTT
[2023-08-07 14:06:27],61,2,1,SLTS:CRTTTT
[2023-08-07 14:06:28],62,2,1,SLTS:CRTTTT
[2023-08-07 14:06:29],63,1,0,SLTS:RTTTTT
[2023-08-07 14:06:30],64,2,1,SLTS:HCRTTT
[2023-08-07 14:06:31],65,1,0,SLTS:RTTTTT
[2023-08-07 14:06:32],66,1,0,SLTS:RTTTTT
[2023-08-07 14:06:33],67,2,1,SLTS:CRTTTT
[2023-08-07 14:06:34],68,1,0,SLTS:RTTTTT
[2023-08-07 14:06:35],69,2,1,SLTS:CRTTTT
[2023-08-07 14:06:36],70,6,6,SLTS:CCCCCC
[2023-08-07 14:06:37],71,2,1,SLTS:CRTTTT
[2023-08-07 14:06:38],72,2,1,SLTS:CRTTTT
[2023-08-07 14:06:39],73,1,0,SLTS:RTTTTT
[2023-08-07 14:06:40],74,1,0,SLTS:RTTTTT
[2023-08-07 14:06:41],75,1,0,SLTS:RTTTTT
[2023-08-07 14:06:42],76,2,1,SLTS:CRTTTT
[2023-08-07 14:06:43],77,3,2,SLTS:CCRTTT
[2023-08-07 14:06:44],78,1,0,SLTS:RTTTTT
[2023-08-07 14:06:45],79,1,0,SLTS:RTTTTT
[2023-08-07 14:06:46],80,1,0,SLTS:RTTTTT
[2023-08-07 14:06:47],81,1,0,SLTS:HRTTTT
[2023-08-07 14:06:48],82,1,0,SLTS:RTTTTT
[2023-08-07 14:06:49],83,1,0,SLTS:RTTTTT
[2023-08-07 14:06:50],84,3,2,SLTS:CHCRTT
[2023-08-07 14:06:51],85,1,0,SLTS:RTTTTT
[2023-08-07 14:06:52],86,2,1,SLTS:CRTTTT
[2023-08-07 14:06:53],87,1,0,SLTS:RTTTTT
[2023-08-07 14:06:54],88,1,0,SLTS:RTTTTT
[2023-08-07 14:06:55],89,1,0,SLTS:RTTTTT
[2023-08-07 14:06:56],90,1,0,SLTS:RTTTTT
[2023-08-07 14:06:57],91,1,0,SLTS:RTTTTT
[2023-08-07 14:06:58],92,1,0,SLTS:RTTTTT
[2023-08-07 14:06:59],93,1,0,SLTS:RTTTTT
[2023-08-07 14:07:00],94,1,0,SLTS:RTTTTT
[2023-08-07 14:07:01],95,1,0,SLTS:RTTTTT
[2023-08-07 14:07:02],96,1,0,SLTS:RTTTTT
[2023-08-07 14:07:03],97,1,0,SLTS:RTTTTT
[2023-08-07 14:07:04],98,3,2,SLTS:CCRTTT
[2023-08-07 14:07:05],99,1,0,SLTS:RTTTTT
[2023-08-07 14:07:06],100,1,0,SLTS:RTTTTT
[2023-08-07 14:07:07],101,1,0,SLTS:RTTTTT
[2023-08-07 14:07:08],102,1,0,SLTS:RTTTTT
[2023-08-07 14:07:09],103,1,0,SLTS:RTTTTT
[2023-08-07 14:07:10],104,1,0,SLTS:RTTTTT
[2023-08-07 14:07:11],105,4,3,SLTS:CCCRTT
[2023-08-07 14:07:12],106,1,0,SLTS:HRTTTT
[2023-08-07 14:07:13],107,1,0,SLTS:RTTTTT
[2023-08-07 14:07:14],108,1,0,SLTS:RTTTTT
[2023-08-07 14:07:15],109,1,0,SLTS:RTTTTT
[2023-08-07 14:07:16],110,2,1,SLTS:CRTTTT
[2023-08-07 14:07:17],111,1,0,SLTS:RTTTTT
[2023-08-07 14:07:18],112,3,2,SLTS:CCRTTT
[2023-08-07 14:07:19],113,1,0,SLTS:RTTTTT
[2023-08-07 14:07:20],114,1,0,SLTS:RTTTTT
[2023-08-07 14:07:21],115,1,0,SLTS:RTTTTT
[2023-08-07 14:07:22],116,2,1,SLTS:CRTTTT
[2023-08-07 14:07:23],117,3,2,SLTS:HCCRTT
[2023-08-07 14:07:24],118,1,0,SLTS:RTTTTT
[2023-08-07 14:07:25],119,1,0,SLTS:RTTTTT
[2023-08-07 14:07:26],120,1,0,SLTS:RTTTTT
[2023-08-07 14:07:27],121,1,0,SLTS:RTTTTT
[2023-08-07 14:07:28],122,1,0,SLTS:RTTTTT
[2023-08-07 14:07:29],123,2,1,SLTS:CRTTTT
[2023-08-07 14:07:30],124,2,1,SLTS:CRTTTT
[2023-08-07 14:07:31],125,3,2,SLTS:CCRTTT
[2023-08-07 14:07:32],126,2,1,SLTS:CRTTTT
[2023-08-07 14:07:33],127,1,0,SLTS:RTTTTT
[2023-08-07 14:07:34],128,2,1,SLTS:CRTTTT
[2023-08-07 14:07:35],129,1,0,SLTS:RTTTTT
[2023-08-07 14:07:36],130,1,0,SLTS:RTTTTT
[2023-08-07 14:07:37],131,1,0,SLTS:RTTTTT
[2023-08-07 14:07:38],132,1,0,SLTS:RTTTTT
[2023-08-07 14:07:39],133,2,1,SLTS:CRTTTT
